Date,TB10YRS
9/1/1997,6.208571429
10/1/1997,6.029545455
11/1/1997,5.875
12/1/1997,5.808636364
1/1/1998,5.5445
2/1/1998,5.574736842
3/1/1998,5.647272727
4/1/1998,5.637619048
5/1/1998,5.6525
6/1/1998,5.496363636
7/1/1998,5.461363636
8/1/1998,5.341904762
9/1/1998,4.806666667
10/1/1998,4.53
11/1/1998,4.827368421
12/1/1998,4.645
1/1/1999,4.722105263
2/1/1999,4.998947368
3/1/1999,5.232608696
4/1/1999,5.184545455
5/1/1999,5.5395
6/1/1999,5.899545455
7/1/1999,5.791904762
8/1/1999,5.939090909
9/1/1999,5.915238095
10/1/1999,6.112
11/1/1999,6.034
12/1/1999,6.275454545
1/1/2000,6.661
2/1/2000,6.5195
3/1/2000,6.256521739
4/1/2000,5.990526316
5/1/2000,6.440454545
6/1/2000,6.097272727
7/1/2000,6.054
8/1/2000,5.826086957
9/1/2000,5.799
10/1/2000,5.738571429
11/1/2000,5.717142857
12/1/2000,5.2405
1/1/2001,5.160952381
2/1/2001,5.098947368
3/1/2001,4.885454545
4/1/2001,5.141
5/1/2001,5.391363636
6/1/2001,5.284285714
7/1/2001,5.236190476
8/1/2001,4.971304348
9/1/2001,4.731764706
10/1/2001,4.566818182
11/1/2001,4.6515
12/1/2001,5.0875
1/1/2002,5.035714286
2/1/2002,4.911578947
3/1/2002,5.284
4/1/2002,5.210909091
5/1/2002,5.164545455
6/1/2002,4.9265
7/1/2002,4.653181818
8/1/2002,4.257272727
9/1/2002,3.87
10/1/2002,3.940909091
11/1/2002,4.048421053
12/1/2002,4.032380952
1/1/2003,4.048571429
2/1/2003,3.902631579
3/1/2003,3.807142857
4/1/2003,3.958571429
5/1/2003,3.569047619
6/1/2003,3.334285714
7/1/2003,3.975454545
8/1/2003,4.445238095
9/1/2003,4.274285714
10/1/2003,4.290454545
11/1/2003,4.3
12/1/2003,4.267727273
1/1/2004,4.1505
2/1/2004,4.084210526
3/1/2004,3.826521739
4/1/2004,4.347619048
5/1/2004,4.7155
6/1/2004,4.733809524
7/1/2004,4.498095238
8/1/2004,4.281363636
9/1/2004,4.125714286
10/1/2004,4.097
11/1/2004,4.194
12/1/2004,4.230909091
1/1/2005,4.2215
2/1/2005,4.165263158
3/1/2005,4.497727273
4/1/2005,4.340952381
5/1/2005,4.144285714
6/1/2005,3.998181818
7/1/2005,4.1775
8/1/2005,4.262608696
9/1/2005,4.199047619
10/1/2005,4.4635
11/1/2005,4.535
12/1/2005,4.467142857
1/1/2006,4.416
2/1/2006,4.568947368
3/1/2006,4.723913043
4/1/2006,4.990526316
5/1/2006,5.11
6/1/2006,5.106363636
7/1/2006,5.0875
8/1/2006,4.876521739
9/1/2006,4.719
10/1/2006,4.729047619
11/1/2006,4.595238095
12/1/2006,4.5645
1/1/2007,4.75952381
2/1/2007,4.722631579
3/1/2007,4.564545455
4/1/2007,4.693809524
5/1/2007,4.746363636
6/1/2007,5.102857143
7/1/2007,5.004285714
8/1/2007,4.674782609
9/1/2007,4.521578947
10/1/2007,4.527727273
11/1/2007,4.1485
12/1/2007,4.0975
1/1/2008,3.744285714
2/1/2008,3.7375
3/1/2008,3.51
4/1/2008,3.675
5/1/2008,3.88
6/1/2008,4.09952381
7/1/2008,4.007727273
8/1/2008,3.885714286
9/1/2008,3.686190476
10/1/2008,3.814090909
11/1/2008,3.526666667
12/1/2008,2.416363636
1/1/2009,2.5175
2/1/2009,2.87
3/1/2009,2.819545455
4/1/2009,2.927142857
5/1/2009,3.293
6/1/2009,3.721818182
7/1/2009,3.562272727
8/1/2009,3.587142857
9/1/2009,3.401904762
10/1/2009,3.387619048
11/1/2009,3.402631579
12/1/2009,3.59
1/1/2010,3.733157895
2/1/2010,3.691052632
3/1/2010,3.727391304
4/1/2010,3.846818182
5/1/2010,3.42
6/1/2010,3.204090909
7/1/2010,3.011428571
8/1/2010,2.698636364
9/1/2010,2.647619048
10/1/2010,2.54
11/1/2010,2.763
12/1/2010,3.290909091
1/1/2011,3.394
2/1/2011,3.576315789
3/1/2011,3.414347826
4/1/2011,3.455
5/1/2011,3.168571429
6/1/2011,3.002272727
7/1/2011,3.003
8/1/2011,2.303043478
9/1/2011,1.975238095
10/1/2011,2.152
11/1/2011,2.0135
12/1/2011,1.978095238
1/1/2012,1.9665
2/1/2012,1.9675
3/1/2012,2.172727273
4/1/2012,2.052857143
5/1/2012,1.803181818
6/1/2012,1.622380952
7/1/2012,1.526666667
8/1/2012,1.67826087
9/1/2012,1.723157895
10/1/2012,1.746190476
11/1/2012,1.654
12/1/2012,1.719
1/1/2013,1.914761905
2/1/2013,1.984210526
3/1/2013,1.9575
4/1/2013,1.759090909
5/1/2013,1.928181818
6/1/2013,2.3
7/1/2013,2.582272727
8/1/2013,2.737272727
9/1/2013,2.8095
10/1/2013,2.615909091
11/1/2013,2.718421053
12/1/2013,2.901904762
1/1/2014,2.858095238
2/1/2014,2.709473684
3/1/2014,2.723333333
4/1/2014,2.705238095
5/1/2014,2.559047619
6/1/2014,2.598571429
7/1/2014,2.542272727
8/1/2014,2.42
9/1/2014,2.534285714
10/1/2014,2.304090909
11/1/2014,2.325555556
12/1/2014,2.207272727
1/1/2015,1.8815
2/1/2015,1.975263158
3/1/2015,2.042727273
4/1/2015,1.935
5/1/2015,2.1975
6/1/2015,2.363636364
7/1/2015,2.324545455
8/1/2015,2.167142857
9/1/2015,2.172857143
10/1/2015,2.07
11/1/2015,2.263157895
12/1/2015,2.242727273
1/1/2016,2.085263158
2/1/2016,1.7795
3/1/2016,1.889090909
4/1/2016,1.805238095
5/1/2016,1.806190476
6/1/2016,1.644090909
7/1/2016,1.504
8/1/2016,1.556521739
9/1/2016,1.63047619
10/1/2016,1.7645
11/1/2016,2.142
12/1/2016,2.491904762
1/1/2017,2.4325
2/1/2017,2.418947368
3/1/2017,2.48173913
4/1/2017,2.297368421
5/1/2017,2.303636364
6/1/2017,2.186818182
7/1/2017,2.318
8/1/2017,2.209130435
9/1/2017,2.202
10/1/2017,2.36
11/1/2017,2.353333333
12/1/2017,2.4025
1/1/2018,2.583809524
2/1/2018,2.858947368
3/1/2018,2.842380952
4/1/2018,2.869047619
5/1/2018,2.977727273
6/1/2018,2.912380952
7/1/2018,2.889047619
8/1/2018,2.889130435
9/1/2018,3.004210526
10/1/2018,3.152272727
11/1/2018,3.117
12/1/2018,2.832631579
1/1/2019,2.713809524
2/1/2019,2.676315789
3/1/2019,2.570952381
4/1/2019,2.532380952
5/1/2019,2.395
6/1/2019,2.074
7/1/2019,2.059090909
8/1/2019,1.626363636
9/1/2019,1.6995
10/1/2019,1.706818182
11/1/2019,1.812105263
12/1/2019,1.862857143
1/1/2020,1.757619048
2/1/2020,1.504210526
3/1/2020,0.87
4/1/2020,0.657619048
5/1/2020,0.674
6/1/2020,0.728636364
7/1/2020,0.623636364
8/1/2020,0.65
9/1/2020,0.67952381
10/1/2020,0.787142857
11/1/2020,0.87
12/1/2020,0.933636364
1/1/2021,1.081052632
2/1/2021,1.257894737
3/1/2021,1.610869565
4/1/2021,1.635
5/1/2021,1.621
6/1/2021,1.519090909
7/1/2021,1.318571429
8/1/2021,1.283181818
9/1/2021,1.374761905
10/1/2021,1.5825
11/1/2021,1.5595
12/1/2021,1.465
1/1/2022,1.764
2/1/2022,1.934210526
3/1/2022,2.127826087
4/1/2022,2.7475
5/1/2022,2.898095238
